Created,ID,Applicant,Job title,Stage type,Stage name,Reject reason,Rejected at,Hired at,Referring site
2023-10-16T05:49:38.915Z,69384393,FRANK BROWN,Dental Receptionist - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-16T15:04:38.996Z,,Indeed Direct Apply
2023-10-16T10:19:41.663Z,69411012,ALICE DAVIS,Chairside Dental Assistant - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-18T10:52:35.009Z,,Indeed Direct Apply
2023-10-16T10:27:26.701Z,69412131,EMMA MOORE,Patient Financial Coordinator - Queens Based,screening,Pending Response From Candidate,Never Responded,2023-10-26T22:55:44.819Z,,Indeed Direct Apply
2023-10-16T12:59:20.252Z,69433400,GRACE BROWN,General Dentist - Saturdays and Sundays,offer,Resume sent to Dr. Weiss,Commute & location,2023-10-20T17:41:48.464Z,,ZipRecruiter United States
2023-10-16T18:43:58.541Z,69476803,BOB WILSON,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-18T10:32:15.481Z,,Indeed Direct Apply
2023-10-16T19:21:51.019Z,69480335,CHARLIE MILLER,General Dentist - Saturdays and Sundays,offer,Resume sent to Dr. Weiss,Dr. Weiss Rejected,2023-12-07T15:25:59.894Z,,ZipRecruiter United States
2023-10-16T23:21:24.517Z,69497097,JOHN TAYLOR,Asistente Dental En el SillÃ³n - Con base en Queens,screening,Pending Response From Candidate,Never Responded,2023-11-08T11:46:29.725Z,,Indeed Direct Apply
2023-10-17T00:35:55.171Z,69499421,GRACE TAYLOR,Asistente De Silla - Basado en Brooklyn,screening,Pending Response From Candidate,,,,Indeed Direct Apply
2023-10-17T00:45:02.736Z,69499666,ETHAN WILSON,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-17T10:59:24.801Z,,Indeed Direct Apply
2023-10-17T01:53:49.710Z,69501265,JOHN MOORE,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-17T11:01:04.567Z,,Indeed Direct Apply
2023-10-17T02:40:07.338Z,69502417,JANE DAVIS,Patient Financial Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-17T16:19:30.139Z,,Indeed Direct Apply
2023-10-17T03:47:35.902Z,69503864,EMMA JONES,Dental Receptionist - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-17T11:03:41.310Z,,ZipRecruiter United States
2023-10-17T04:13:11.557Z,69504447,CHARLIE DAVIS,Chairside Dental Assistant - Brooklyn Based,screening,Pending Response From Candidate,Never Responded,2023-10-30T13:44:29.391Z,,Indeed Direct Apply
2023-10-17T16:25:57.011Z,69586970,JOHN MILLER,Patient Financial Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-18T10:58:22.548Z,,Indeed Direct Apply
2023-10-17T18:59:11.411Z,69601599,JANE WILLIAMS,Dental Patient Relations Specialist,inbox,Inbox,Not Living In NYC,2023-10-18T22:47:54.058Z,,ZipRecruiter United States
2023-10-17T22:00:06.816Z,69617618,CHARLIE JONES,Asistente Dental En el SillÃ³n - Con base en Queens,screening,Pending Response From Candidate,Never Responded,2023-10-26T22:57:30.115Z,,Indeed Direct Apply
2023-10-18T00:28:27.995Z,69623499,JANE SMITH,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-18T10:31:05.034Z,,Indeed Direct Apply
2023-10-18T00:55:39.549Z,69624180,FRANK JOHNSON,Asistente Dental En el SillÃ³n - Con base en Queens,screening,Pending Response From Candidate,,,,Indeed Direct Apply
2023-10-18T02:41:05.366Z,69626448,JANE WILSON,Dental Receptionist - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-18T22:53:59.921Z,,Indeed Direct Apply
2023-10-18T04:40:24.449Z,69629394,BOB WILLIAMS,Asistente Dental En el SillÃ³n - Con base en Queens,inbox,Inbox,Resume Incomplete,2023-10-18T10:47:50.272Z,,ZipRecruiter United States
2023-10-18T08:25:40.512Z,69643223,JANE MOORE,Patient Financial Coordinator - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-18T10:41:24.304Z,,Indeed Direct Apply
2023-10-18T10:35:29.566Z,69659186,ALICE DAVIS,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-18T22:50:26.756Z,,Indeed Direct Apply
2023-10-18T18:57:35.098Z,69737153,BOB JOHNSON,Chairside Dental Assistant - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-18T22:18:11.758Z,,Indeed Direct Apply
2023-10-18T21:04:01.140Z,69748519,CHARLIE WILSON,Patient Financial Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-18T22:19:56.122Z,,Indeed Direct Apply
2023-10-18T22:11:08.848Z,69753173,ETHAN BROWN,Patient Financial Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-18T22:21:29.495Z,,Indeed Direct Apply
2023-10-18T22:20:02.295Z,69753677,JOHN WILSON,Asistente Dental En el SillÃ³n - Con base en Queens,inbox,Inbox,Lacking relevant experience,2023-10-20T12:05:46.595Z,,Indeed Direct Apply
2023-10-19T04:15:10.287Z,69764240,ALICE MOORE,Patient Financial Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-19T14:43:36.722Z,,Indeed Direct Apply
2023-10-19T06:24:35.439Z,69768727,JANE SMITH,Patient Financial Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-19T14:44:27.191Z,,Indeed Direct Apply
2023-10-19T13:09:45.454Z,69811759,BOB TAYLOR,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-20T16:48:52.056Z,,ZipRecruiter United States
2023-10-19T16:19:59.421Z,69833833,CHARLIE JOHNSON,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-20T11:31:09.315Z,,Indeed Direct Apply
2023-10-19T18:55:55.631Z,69847148,ALICE WILSON,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-20T11:27:47.745Z,,Indeed Direct Apply
2023-10-20T17:24:36.578Z,69938335,JANE JONES,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:05:50.820Z,,New_job
2023-10-20T22:52:50.013Z,69956439,JOHN TAYLOR,Dental Billing Team Leader,inbox,Inbox,Lacking relevant experience,2023-10-30T13:51:58.355Z,,ZipRecruiter United States
2023-10-20T23:27:15.515Z,69957452,JOHN BROWN,Dental Receptionist - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:17:26.132Z,,Indeed Direct Apply
2023-10-20T23:34:37.993Z,69957664,CHARLIE MILLER,Dental Receptionist - Queens Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-24T18:58:13.869Z,,Indeed Direct Apply
2023-10-20T23:37:17.916Z,69957732,GRACE TAYLOR,Dental Receptionist - Brooklyn Based,interview,Invite To Working Interview,No Show,2023-11-20T16:00:04.749Z,,Indeed Direct Apply
2023-10-20T23:39:01.683Z,69957782,GRACE JONES,Dental Receptionist - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-25T10:30:12.708Z,,Indeed Direct Apply
2023-10-20T23:42:32.357Z,69957890,ETHAN SMITH,Patient Financial Coordinator - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-27T16:03:09.195Z,,Indeed Direct Apply
2023-10-20T23:44:22.787Z,69957936,BOB BROWN,Dental Receptionist - Brooklyn Based,interview,Invite To Working Interview,Failed Working Interview,2023-11-08T14:52:01.141Z,,Indeed Direct Apply
2023-10-20T23:52:15.404Z,69958122,EMMA WILSON,Patient Financial Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:28:21.428Z,,Indeed Direct Apply
2023-10-20T23:54:58.420Z,69958195,JOHN JONES,Asistente Dental En el SillÃ³n - Con base en Queens,screening,Pending Response From Candidate,,,,Indeed Direct Apply
2023-10-20T23:55:53.523Z,69958222,ETHAN JOHNSON,Asistente De Silla - Basado en Brooklyn,screening,Pending Response From Candidate,,,,Indeed Direct Apply
2023-10-20T23:57:03.332Z,69958246,JANE SMITH,Dental Receptionist - Queens Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-25T10:47:35.270Z,,Indeed Direct Apply
2023-10-21T00:03:01.301Z,69958375,CHARLIE WILLIAMS,Dental Receptionist - Brooklyn Based,screening,Pending Response From Candidate,Never Responded,2023-10-25T10:26:37.987Z,,Indeed Direct Apply
2023-10-21T00:09:59.102Z,69958545,EMMA SMITH,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:10:22.583Z,,Indeed Direct Apply
2023-10-21T00:16:35.226Z,69958707,GRACE JOHNSON,Dental Receptionist - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-25T10:28:39.106Z,,Indeed Direct Apply
2023-10-21T00:21:27.521Z,69958820,FRANK BROWN,Patient Financial Coordinator - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-27T16:02:31.267Z,,Indeed Direct Apply
2023-10-21T00:22:12.475Z,69958840,BOB BROWN,Patient Financial Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:27:02.944Z,,Indeed Direct Apply
2023-10-21T00:22:14.696Z,69958841,EMMA SMITH,Patient Financial Coordinator - Queens Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-27T16:03:45.866Z,,Indeed Direct Apply
2023-10-21T00:28:15.575Z,69959010,ALICE MOORE,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:08:58.555Z,,Indeed Direct Apply
2023-10-21T00:45:54.248Z,69959333,GRACE MILLER,Dental Receptionist - Queens Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-25T10:52:16.493Z,,Indeed Direct Apply
2023-10-21T14:10:42.285Z,69983702,GRACE JOHNSON,Patient Financial Coordinator - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-27T16:31:40.077Z,,Indeed Direct Apply
2023-10-21T15:54:19.197Z,69989019,EMMA WILSON,Patient Financial Coordinator - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:24:44.987Z,,Indeed Direct Apply
2023-10-21T16:03:09.782Z,69989446,FRANK MOORE,Asistente De Silla - Basado en Brooklyn,inbox,Inbox,Lacking relevant experience,2023-10-23T14:48:01.021Z,,Indeed Direct Apply
2023-10-21T16:16:16.220Z,69990074,ETHAN MOORE,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:08:04.299Z,,Indeed Direct Apply
2023-10-21T20:58:23.693Z,70002083,ETHAN WILSON,Dental Receptionist - Queens Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-24T19:00:09.428Z,,Indeed Direct Apply
2023-10-21T22:52:22.953Z,70005952,DIANA DAVIS,Asistente De Silla - Basado en Brooklyn,screening,Pending Response From Candidate,No Show,2023-11-20T12:56:36.133Z,,Indeed Direct Apply
2023-10-22T04:18:45.110Z,70010737,ETHAN SMITH,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-10-23T15:00:08.492Z,,ZipRecruiter United States
2023-10-22T04:53:40.447Z,70011158,GRACE MOORE,Dental Receptionist - Queens Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-24T18:59:23.162Z,,Indeed Direct Apply
2023-10-22T08:52:08.363Z,70016342,JANE JONES,Dental Receptionist - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:15:43.552Z,,Indeed Direct Apply
2023-10-22T18:00:47.661Z,70043197,FRANK SMITH,Chairside Dental Assistant - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-23T14:24:52.899Z,,Indeed Direct Apply
2023-10-22T18:46:14.683Z,70045860,ALICE WILSON,Chairside Dental Assistant - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-25T11:05:58.128Z,,Indeed Direct Apply
2023-10-22T18:54:45.579Z,70046351,DIANA JONES,Patient Financial Coordinator - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:22:05.325Z,,Indeed Direct Apply
2023-10-23T06:17:59.383Z,70067786,DIANA WILLIAMS,Patient Financial Coordinator - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:20:39.307Z,,Indeed Direct Apply
2023-10-23T06:55:12.051Z,70069594,BOB TAYLOR,Dental Receptionist - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:14:38.093Z,,Indeed Direct Apply
2023-10-23T11:12:51.707Z,70100833,ETHAN WILSON,Patient Financial Coordinator - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-26T23:05:33.092Z,,Indeed Direct Apply
2023-10-23T12:32:54.441Z,70111234,JANE DAVIS,Asistente De Silla - Basado en Brooklyn,inbox,Inbox,Lacking relevant experience,2023-10-23T14:46:03.600Z,,Indeed Direct Apply
2023-10-23T12:38:23.222Z,70111933,JANE DAVIS,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-23T13:06:40.486Z,,Indeed Direct Apply
2023-10-23T15:39:21.023Z,70195010,FRANK SMITH,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-10-23T17:05:28.350Z,,ZipRecruiter United States
2023-10-23T18:02:20.622Z,70210259,FRANK WILSON,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-10-24T00:06:45.771Z,,ZipRecruiter United States
2023-10-23T18:25:54.722Z,70212451,JANE WILLIAMS,Dental Receptionist - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-23T21:54:28.602Z,,Indeed Direct Apply
2023-10-23T19:13:10.834Z,70217076,JANE JONES,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-10-24T00:07:11.583Z,,ZipRecruiter United States
2023-10-24T01:08:05.942Z,70238214,EMMA WILSON,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-24T13:26:11.571Z,,ZipRecruiter United States
2023-10-24T02:18:30.748Z,70239988,BOB MOORE,Dental Billing Team Leader,screening,Pending Response - Candidate,Not Living In NYC,2023-10-27T16:10:43.579Z,,ZipRecruiter United States
2023-10-24T04:01:12.967Z,70242426,GRACE MILLER,Dental Billing Team Leader,screening,Pending Response - Candidate,Lacking relevant experience,2023-10-27T16:09:11.526Z,,ZipRecruiter United States
2023-10-24T04:36:36.557Z,70243271,ALICE WILSON,Dental Patient Relations Specialist,inbox,Inbox,Lacking relevant experience,2023-10-24T13:29:36.590Z,,ZipRecruiter United States
2023-10-24T13:47:12.848Z,70299671,DIANA JONES,Dental Billing Team Leader,inbox,Inbox,Lacking relevant experience,2023-10-24T17:06:30.698Z,,ZipRecruiter United States
2023-10-24T14:24:38.590Z,70304510,DIANA JOHNSON,Patient Financial Coordinator - Brooklyn Based,screening,Pending Response From Candidate,,,,Indeed Direct Apply
2023-10-24T16:17:09.732Z,70318828,EMMA JOHNSON,Patient Financial Coordinator - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-26T23:01:53.144Z,,Indeed Direct Apply
2023-10-24T16:44:44.450Z,70321676,BOB WILLIAMS,Foreign Trained Dentist For Treatment Planner - Brooklyn Based,screening,Pending Feeback From Field,Never Responded,2023-12-07T13:44:27.864Z,,ZipRecruiter United States
2023-10-24T17:12:13.516Z,70324243,CHARLIE TAYLOR,Patient Financial Coordinator - Brooklyn Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-10-26T23:03:49.360Z,,Indeed Direct Apply
2023-10-24T23:24:51.261Z,70352307,BOB DAVIS,Dental Billing Team Leader,inbox,Inbox,Lacking relevant experience,2023-10-26T23:11:42.288Z,,ZipRecruiter United States
2023-10-24T23:35:06.605Z,70352679,JANE WILLIAMS,Regional Field Operations Manager,screening,Pending Response From Candidate,Lacking relevant experience,2023-11-15T15:37:21.261Z,,ZipRecruiter United States
2023-10-25T02:40:47.777Z,70357938,JANE SMITH,Dental Receptionist - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-25T10:36:28.316Z,,Indeed Direct Apply
2023-10-25T03:17:46.407Z,70358739,CHARLIE TAYLOR,Chairside Dental Assistant - Brooklyn Based,interview,Invite To Working InterviewÂ ,Failed Working Interview,2023-12-13T11:37:02.533Z,,Indeed Direct Apply
2023-10-25T07:20:29.877Z,70368171,EMMA SMITH,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-25T10:34:11.919Z,,ZipRecruiter United States
2023-10-25T07:28:33.524Z,70368828,GRACE MILLER,Dental Receptionist - Queens Based,interview,Invite To Screening Interview,Never Responded,2023-11-08T23:05:05.691Z,,Indeed Direct Apply
2023-10-25T15:49:56.352Z,70432822,BOB WILLIAMS,Patient Financial Coordinator - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-25T18:08:37.151Z,,Indeed Direct Apply
2023-10-25T17:11:10.788Z,70441518,GRACE SMITH,Foreign Trained Dental Assistant - Queens Based,screening,Pending Response From Candidate,,,,ZipRecruiter United States
2023-10-25T18:11:51.527Z,70447441,CHARLIE WILLIAMS,Dental Billing Team Leader,inbox,Inbox,Lacking relevant experience,2023-10-26T23:12:44.764Z,,ZipRecruiter United States
2023-10-25T20:30:06.213Z,70459909,ETHAN MOORE,Dental Office Manager - Brooklyn Based,inbox,Inbox,Never Responded,2023-10-26T23:09:40.342Z,,ZipRecruiter United States
2023-10-25T20:32:01.035Z,70460072,DIANA JOHNSON,Dental Office Manager - Bilingual,inbox,Inbox,Never Responded,2023-10-26T23:09:23.544Z,,ZipRecruiter United States
2023-10-26T01:48:27.229Z,70474932,GRACE MOORE,Dental Billing Team Leader,inbox,Inbox,Lacking relevant experience,2023-10-26T23:13:36.502Z,,ZipRecruiter United States
2023-10-26T02:11:49.115Z,70475481,BOB JOHNSON,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-26T10:42:31.001Z,,ZipRecruiter United States
2023-10-26T03:22:18.694Z,70476958,BOB JONES,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-27T15:57:55.853Z,,ZipRecruiter United States
2023-10-26T10:52:37.023Z,70508001,EMMA DAVIS,Chairside Dental Assistant - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-26T23:07:14.108Z,,Indeed Direct Apply
2023-10-26T15:15:43.690Z,70539404,ALICE DAVIS,Dental Receptionist - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-26T23:06:03.583Z,,Indeed Direct Apply
2023-10-26T15:16:52.538Z,70539537,GRACE JONES,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-26T23:00:30.043Z,,Indeed Direct Apply
2023-10-26T18:56:15.146Z,70559676,JANE SMITH,Dental Billing Team Leader,inbox,Inbox,Lacking relevant experience,2023-10-26T23:10:56.608Z,,ZipRecruiter United States
2023-10-26T19:41:03.896Z,70563151,ALICE JOHNSON,Dental Receptionist - Queens Based,interview,Invite To Screening Interview,Never Responded,2023-11-06T22:42:04.699Z,,Indeed Direct Apply
2023-10-26T20:53:18.474Z,70568540,FRANK DAVIS,Chairside Dental Assistant - Queens Based,screening,Pending Response From Candidate,Never Responded,2023-11-16T11:19:15.706Z,,Indeed Direct Apply
2023-10-27T12:36:21.799Z,70619941,ALICE JOHNSON,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-27T15:57:42.344Z,,Indeed Direct Apply
2023-10-27T12:44:49.948Z,70620829,FRANK TAYLOR,Dental Receptionist - Queens Based,screening,Pending Response From Candidate,Never Responded,2023-11-06T22:42:24.156Z,,Indeed Direct Apply
2023-10-27T15:16:55.664Z,70636193,JOHN DAVIS,Chairside Dental Assistant - Queens Based,screening,Pending Response From Candidate,Never Responded,2023-11-06T22:41:46.118Z,,Indeed Direct Apply
2023-10-27T22:40:06.825Z,70662315,GRACE MILLER,Treatment Coordinator - Foreign Trained Dentist -  Brooklyn Based,interview,Invite To Working Interview,Failed Working Interview,2023-12-08T00:39:59.696Z,,com.google.android.gm
2023-10-27T23:26:19.465Z,70663713,ALICE SMITH,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:26:39.269Z,,Indeed Direct Apply
2023-10-27T23:30:40.908Z,70663837,JANE MOORE,Dental Receptionist with Medical Background - Queens Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-11-03T14:47:09.708Z,,Indeed Direct Apply
2023-10-27T23:31:07.172Z,70663849,ETHAN JONES,Dental Receptionist with Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:56:54.432Z,,Indeed Direct Apply
2023-10-27T23:37:58.746Z,70664039,ETHAN BROWN,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:25:26.941Z,,Indeed Direct Apply
2023-10-27T23:49:57.918Z,70664339,JOHN SMITH,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:24:25.084Z,,Indeed Direct Apply
2023-10-27T23:54:28.907Z,70664450,DIANA MOORE,Dental Receptionist with Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:54:24.820Z,,Indeed Direct Apply
2023-10-28T00:06:59.982Z,70664732,JANE DAVIS,Dental Patient Care & Finance Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:22:25.091Z,,Indeed Direct Apply
2023-10-28T00:30:59.000Z,70665295,FRANK BROWN,Dental Patient Care & Finance Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:34:34.261Z,,Indeed Direct Apply
2023-10-28T00:47:15.561Z,70665619,JANE SMITH,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:23:28.908Z,,Indeed Direct Apply
2023-10-28T00:51:56.772Z,70665701,FRANK SMITH,Dental Receptionist with Medical Background - Queens Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-11-02T17:28:25.116Z,,Indeed Direct Apply
2023-10-28T01:13:29.880Z,70666093,JANE TAYLOR,Dental Patient Care & Finance Coordinator - Queens Based,interview,Invite To Screening Interview,Never Responded,2023-11-16T11:19:54.965Z,,Indeed Direct Apply
2023-10-28T01:50:18.773Z,70666711,DIANA MOORE,Dental Patient Care & Finance Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:31:20.604Z,,Indeed Direct Apply
2023-10-28T01:56:05.726Z,70666811,EMMA DAVIS,Dental Receptionist with Medical Background - Queens Based,screening,Pending Response From Candidate,Never Responded,2023-11-16T11:23:50.719Z,,Indeed Direct Apply
2023-10-28T01:58:30.136Z,70666847,ALICE JONES,Dental Receptionist with Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:52:39.698Z,,Indeed Direct Apply
2023-10-28T02:00:36.053Z,70666882,ALICE JOHNSON,Dental Receptionist - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-30T11:55:33.913Z,,Indeed Direct Apply
2023-10-28T02:24:50.629Z,70667257,FRANK SMITH,Dental Receptionist with Medical Background - Queens Based,interview,Invite To Screening Interview,No Show,2023-11-16T11:22:25.314Z,,Indeed Direct Apply
2023-10-28T02:53:36.010Z,70667683,ETHAN WILSON,Asistente De Silla - Basado en Brooklyn,inbox,Inbox,Lacking relevant experience,2023-10-30T16:44:46.314Z,,Indeed Direct Apply
2023-10-28T03:34:16.801Z,70668213,JANE MOORE,Dental Receptionist with Medical Background - Brooklyn Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:51:21.780Z,,Indeed Direct Apply
2023-10-28T04:49:51.673Z,70669241,ALICE WILLIAMS,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:19:43.584Z,,Indeed Direct Apply
2023-10-28T05:46:47.717Z,70670128,BOB DAVIS,Dental Receptionist with Medical Background - Queens Based,screening,Pending Feedback From Field,Lacking relevant experience,2023-11-01T23:29:52.482Z,,Indeed Direct Apply
2023-10-28T05:51:11.462Z,70670212,EMMA JOHNSON,Dental Patient Care & Finance Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:29:29.551Z,,Indeed Direct Apply
2023-10-28T07:10:02.440Z,70671995,BOB JONES,Dental Receptionist with Medical Background - Queens Based,interview,Invite To Screening Interview,Failed Zoom interview,2023-11-17T12:04:00.532Z,,Indeed Direct Apply
2023-10-28T11:47:35.130Z,70684158,GRACE MILLER,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:17:06.318Z,,ZipRecruiter United States
2023-10-28T12:05:38.037Z,70684981,CHARLIE MILLER,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:16:19.646Z,,Indeed Direct Apply
2023-10-28T12:50:25.246Z,70686999,ALICE WILSON,Dental Patient Care & Finance Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:28:20.143Z,,Indeed Direct Apply
2023-10-28T13:05:21.602Z,70687690,DIANA JONES,Dental Billing Team Leader,inbox,Inbox,Not Living In NYC,2023-10-30T16:49:05.761Z,,ZipRecruiter United States
2023-10-28T13:22:39.581Z,70688516,GRACE DAVIS,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:15:18.142Z,,Indeed Direct Apply
2023-10-28T13:23:32.382Z,70688562,EMMA MILLER,Dental Patient Care & Finance Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:27:18.566Z,,Indeed Direct Apply
2023-10-28T13:24:52.164Z,70688609,CHARLIE JONES,Dental Receptionist with Medical Background - Queens Based,interview,Invite To Screening Interview,Failed Zoom interview,2023-11-16T11:21:43.667Z,,Indeed Direct Apply
2023-10-28T15:00:57.272Z,70693166,ALICE TAYLOR,Dental Receptionist - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:14:01.380Z,,ZipRecruiter United States
2023-10-28T15:40:41.244Z,70695271,FRANK WILLIAMS,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:14:40.567Z,,Indeed Direct Apply
2023-10-28T15:40:59.963Z,70695293,JOHN JOHNSON,Dental Billing Team Leader,inbox,Inbox,Lacking relevant experience,2023-10-30T16:50:54.057Z,,ZipRecruiter United States
2023-10-28T16:10:53.250Z,70696735,JANE SMITH,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:13:49.165Z,,Indeed Direct Apply
2023-10-28T16:30:47.138Z,70697645,CHARLIE WILSON,Dental Patient Care & Finance Coordinator - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T14:25:48.930Z,,Indeed Direct Apply
2023-10-28T16:35:00.095Z,70697858,ETHAN JOHNSON,Dental Receptionist with Medical Background - Queens Based,screening,Pending Response From Candidate,Never Responded,2023-11-03T10:51:10.842Z,,Indeed Direct Apply
2023-10-28T17:40:32.483Z,70700830,BOB BROWN,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:06:45.722Z,,Indeed Direct Apply
2023-10-28T17:43:31.484Z,70700978,GRACE JONES,Dental Receptionist with Medical Background - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:08:22.992Z,,Indeed Direct Apply
2023-10-28T18:03:49.256Z,70701902,CHARLIE SMITH,Chairside Dental Assistant - Queens Based,inbox,Inbox,Lacking relevant experience,2023-10-30T16:29:18.340Z,,Indeed Direct Apply
